player,final_rating_human,final_rating_ai
Aaron Cresswell,5.247048283682943,5.076035926683736
Aaron Hunt,3.7829682477603748,7.140792465910837
Aaron Lennon,6.424412270290725,4.137651961636448
Aaron Mooy,11.767672706510448,8.062537157119145
Aaron Ramsey,11.133289465504115,11.357904471669666
Abdou Diallo,10.659860344030854,8.612111729906406
Abdoulaye Doucoure,7.451504403858658,9.25050460913278
Adam Smith,5.173641823200561,6.421820331082694
Adam Szalai,7.06073307176822,6.805677761663689
Admir Mehmedi,5.476078496110177,7.536135987661815
Adrian Mariappa,4.869407273281063,6.1511118861033385
Ahmed Hegazi,7.455225101969934,9.12983805739043
Albin Ekdal,5.501871324212303,5.341577051263503
Alex Iwobi,5.172656053854873,7.0675814662719185
Alex Oxlade-Chamberlain,7.895967720725598,10.744240164544749
Alexander Schwolow,9.727596040755595,4.323304126927691
Alexandre Lacazette,8.85256281416479,9.738955550355769
Alexis Sanchez,7.926937588418378,13.50887857026924
Alfie Mawson,9.433573678378139,6.8247036611230385
Alfred Finnbogason,6.642189809723243,8.784721706104698
Allan-Romeo Nyom,6.060964261595456,4.885665089608332
Alvaro Morata,8.185269638954129,9.311953593669934
Amine Harit,9.742029295179869,8.55933309265151
Ander Herrera,4.793174057093975,7.140565175954614
Andre Ayew,3.54512677142892,5.173714361655443
Andre Carrillo,7.233717129860082,5.395686597060405
Andre Gray,3.9983963155334163,2.8565535621523646
Andre Hahn,3.9881084137451173,5.43610853416448
Andre Schurrle,5.976905742894782,7.173665506007591
Andreas Beck,3.850037277678665,5.452830050716086
Andreas Christensen,6.069007138684281,6.495506182309707
Andrej Kramaric,9.553237286027075,9.379320168233315
Andrew Robertson,11.16065063466142,8.082814482051079
Andrew Surman,7.106993518328287,6.960362361977533
Andriy Yarmolenko,7.020518606232401,6.66364055035328
Andros Townsend,8.500009070072698,10.32676247381748
Andy King,5.367382025784087,3.897393468254892
Angelo Ogbonna,3.674685442601817,6.525326040419492
Ante Rebic,9.408621861647324,8.21499426537129
Anthony Knockaert,10.558105224088324,7.126761992234936
Anthony Martial,5.8422588773997015,7.879556013390498
Antonio Rudiger,7.430205984828134,7.83158472295493
Arjen Robben,8.228153406351494,9.863002782596489
Arthur Masuaku,8.284794185879605,9.432754822086505
Arturo Vidal,7.822152316703385,12.020452288600524
Ashley Barnes,8.450646487348049,5.272711501967414
Ashley Williams,4.347482202926768,7.3390454743816465
Ashley Young,9.507599028493072,10.372669341663531
Asmir Begovic,7.291058792575239,2.7746510295440894
Ayoze Perez,7.404132213160829,6.888935700156499
Bastian Oczipka,4.809877103487126,9.654412714792437
Ben Chilwell,6.162110876272408,7.060186622614777
Ben Davies,9.10642345653981,10.530070604605301
Ben Foster,10.010299090496831,2.7793571908164747
Ben Mee,12.764916846178881,10.02663805994293
Benjamin Henrichs,4.753451161773269,5.417383745607798
Benjamin Hubner,9.869413624800973,10.300842126557145
Benjamin Pavard,9.993426883197975,9.932096842606848
Benjamin Stambouli,5.26707384424083,8.13520729002183
Bernardo Silva,8.538236246653275,8.20974930943175
Bernd Leno,11.261880243960341,3.6538756132774726
Bobby Wood,0.3739725508268044,4.342971211391779
Breel Embolo,6.356875234188813,5.9060581123252325
Bruma,6.770921157884388,7.4352551897947965
Bruno,6.798397691899872,6.517515147110161
Caglar Soyuncu,5.892186892022789,5.061587505529712
Caiuby,8.538314592908094,10.28595536532118
Callum Wilson,6.933603214789172,5.125995465044991
Carlos Salcedo,6.649556584640215,6.05364064324442
Cedric Soares,5.940378261497982,3.941167692874701
Cesar Azpilicueta,10.404216687312074,11.260104995741868
Cesc Fabregas,6.5145663481363885,10.28784532851469
Chadrac Akolo,6.313360366762759,5.423232016324243
Charles Aranguiz,10.452996018903287,8.183571977928699
Charlie Austin,7.180345127263235,6.901001616424719
Charlie Daniels,7.020883111442458,4.623276856777182
Cheikhou Kouyate,2.1382493488547576,6.672291626127878
Chicharito,6.034525149659612,5.295229884983489
Chris Brunt,6.671762063629103,8.067454770480118
Chris Lowe,8.007932655142612,5.950780791715139
Chris Smalling,5.816851821116318,11.558066182910897
Chris Wood,8.201985393089503,5.9927478697803345
Christian Atsu,5.186975711757189,4.620874247701596
Christian Benteke,2.4104653064524024,8.315062057788996
Christian Eriksen,13.971964217121425,14.027856282828271
Christian Fuchs,3.8872224495098977,7.786822491712242
Christian Gentner,8.453008108931245,8.671018956325188
Christian Gunter,7.266297731210773,6.426804126927689
Christian Kabasele,3.9966271182665976,7.586101068468284
Christian Mathenia,6.997605954154711,2.6900189904255383
Christian Pulisic,8.522674391977597,9.520683856369349
Christoph Kramer,7.1108139496502325,8.392315718420466
Christopher Schindler,8.967760337433726,10.606665044026668
Ciaran Clark,5.752738002892888,5.607241157512883
Collin Quaner,5.57747037111826,5.4005846971758995
Corentin Tolisso,5.4838389530218254,8.906694898523567
Craig Dawson,6.274319796519103,8.698959574184656
Cuco Martina,4.100021754015721,8.21387800734454
Dale Stephens,6.941058792575236,6.392194931036231
Dan Gosling,4.023198386043175,4.9219772195459415
Daniel Baier,9.227697108134754,7.212730871642128
Daniel Brosinski,5.364055327282983,6.878984551796939
Daniel Caligiuri,8.732320430462128,15.021740586611562
Daniel Didavi,3.245557668581027,6.5810976816500455
Daniel Ginczek,5.7084033069327855,6.0193755415728045
Danilo,6.917378055943968,8.38211310213595
Danny Latza,5.7562872752816565,8.130669209832648
Danny Simpson,4.967448897136805,4.948292027851843
Danny Welbeck,6.921747901084789,6.025421189698044
Darren Fletcher,5.2513235767142294,4.103379148723465
Daryl Janmaat,5.946539179815641,6.437733741559582
David Abraham,7.788126457264933,7.70931488817671
David Alaba,8.134833438876125,8.509140370717372
David Silva,17.57945443043559,14.056411624589861
David de Gea,10.189299771795552,3.904659614987165
Davide Zappacosta,6.718715426721641,5.590044297798226
Davie Selke,7.0617768928314515,8.565498858384613
Davinson Sanchez,7.33993498882997,7.547392330348192
Davy Propper,5.391638082431067,5.868908015641047
Dayot Upamecano,6.641427176600004,9.127005892492193
DeAndre Yedlin,5.875365476115069,6.161218346876508
Declan Rice,5.843025082147087,6.357586677327067
Dejan Lovren,6.964563726076742,8.64260699743522
Dele Alli,6.993377416374495,9.557578420699418
Demarai Gray,5.359699960245317,4.244179111381123
Denis Zakaria,7.201698445929633,6.1541191052353055
Dennis Aogo,5.854495828374975,5.287490200798498
Dennis Diekmeier,5.077540276498913,6.90662607925221
Dennis Geiger,9.220756613567506,6.383297400584005
Diego Demme,8.990137472288152,7.841360495081476
Divock Origi,2.77229805721593,5.156118825390549
Dominic Calvert-Lewin,6.701328573723893,7.1075774403648175
Dominik Kohr,4.40188215274335,4.3939901958419725
Dominique Heintz,6.088542608208521,5.342623570215493
Douglas Santos,5.847569413740035,9.83172818754168
Dusan Tadic,7.4540943111569105,6.663007050239821
Dwight Gayle,4.2481367081311685,5.135434390959852
Eden Hazard,15.426318903048905,20.7998153059128
Ederson,9.953863161792983,5.493901092308616
Emil Forsberg,5.830835306134032,7.074982196978722
Emiliano Insua,5.447346665228326,8.20226247740984
Emre Can,8.366756292402588,11.547177908399433
Eric Dier,5.169118979057046,8.84244712958187
Eric Maxim Choupo-Moting,7.581480387596464,8.237359568921958
Erik Lamela,5.795748024419486,6.0827536384189065
Erik Pieters,4.955920233911039,6.140168994436356
Erik Thommy,7.076803552119676,6.693452945301194
Etienne Capoue,2.886136485770041,6.991440062597458
Ezequiel Schelotto,5.225261091417407,4.53067314784931
Fabian Delph,7.776527248965373,8.947832260686747
Fabian Lustenberger,6.091075060158502,7.369557708414598
Federico Fernandez,5.117352035687482,6.5984173328670535
Felix Klaus,7.0147263282545325,8.00440461537179
Fernandinho,11.76452776253541,13.282796696362237
Filip Kostic,1.8450280933072056,5.704243124761053
Florent Hadergjonaj,4.581309969393212,4.807499082292392
Florian Grillitsch,7.8245591427892744,8.0676002438206
Florian Kainz,6.347443632631826,6.515937321148272
Florian Kath,5.951353450906362,4.6454203859718675
Florian Lejeune,5.927877014536136,9.13451702747083
Franco Di Santo,4.5332119162550555,5.0105666699987665
Fraser Forster,7.255557461834074,4.626125090341768
Frederik Sorensen,3.0332189035612225,6.466241295388079
Gabriel Jesus,9.79169183910151,8.81935603323323
Gaetan Bong,4.081937189538586,4.960995456360015
Gareth Barry,5.226009689029897,4.947960392668132
Gary Cahill,3.616935859139633,7.438845176088545
Gelson Fernandes,6.631681504637395,5.524757089226352
Georginio Wijnaldum,7.681695626074154,6.386042465434579
Gideon Jung,0.9729054921363861,4.270964872514503
Giulio Donati,3.2257310779951904,5.423722110101612
Glenn Murray,6.535569380101633,5.45935783514113
Gotoku Sakai,2.1347613901295737,5.440308496420361
Granit Xhaka,4.7321604295533914,9.580321130839337
Grzegorz Krychowiak,3.8193362169478857,7.187779813245494
Guido Burgstaller,8.26962966803641,6.831824148207066
Gylfi Sigurdsson,6.551367225125646,7.826462467255701
Hal Robson-Kanu,7.022302617437188,5.517314021008704
Harry Kane,13.195362178513388,18.43058752171401
Harry Maguire,12.633280985960518,10.768076619120226
Hector Bellerin,7.857886289647139,6.487960910643912
Henrikh Mkhitaryan,8.36291003128893,10.363724376782205
Heurelho Gomes,7.8365529434801635,5.292563603146963
Holger Badstuber,8.443607773345697,7.591250432233261
Hugo Lloris,7.989957133063505,4.549753830450157
Idrissa Gueye,5.990714377133337,7.445964299444324
Ihlas Bebou,7.699679652013412,9.809061755944333
Ilkay Gundogan,8.177475649151406,7.929052277745153
Isaac Hayden,4.786701832234271,5.279223739618468
Ishak Belfodil,5.6172643162113065,6.238373585282362
Ja-Cheol Koo,5.069917255993635,6.145482746112145
Jack Butland,9.606438643614439,6.579370411475734
Jack Cork,9.113340292089205,5.460440503228303
Jack Stephens,6.345850391334614,6.512239083586468
Jack Wilshere,7.0485871261586945,7.315014982939155
Jacob Murphy,4.7260572043975895,4.38659926684732
Jake Livermore,4.306082018419366,4.211153310015868
Jamaal Lascelles,9.80955131402749,9.175926874909154
James McArthur,7.105688693019072,6.035321645858413
James McClean,4.669971539518174,5.780981189773977
James Milner,7.5076453406842365,7.7787814686943815
James Rodriguez,11.577614733964174,13.152769814521566
James Tarkowski,11.296905416192311,10.766409947924465
James Tomkins,7.368087730204237,11.474171737280308
James Ward-Prowse,9.124327991908606,6.372311111806763
Jamie Vardy,11.803872234410449,8.231003728081337
Jan Vertonghen,10.004453593111542,11.81557896377024
Janik Haberer,5.918723806419039,6.692290730878127
Jannik Vestergaard,6.386611346180233,7.956405025042178
Javi Martinez,8.141096877961818,8.984883488531773
Javier Manquillo,3.191891589718581,5.0433424000676075
Jay Rodriguez,6.331934366654956,5.38433810812704
Jean-Kevin Augustin,8.187674891959102,8.406668746698443
Jean-Philippe Gbamin,9.427091833519007,8.949254018942076
Jeff Hendrick,6.103894503381239,1.8003363246569914
Jeffrey Gouweleeuw,9.481102202123108,6.99585884358172
Jeffrey Schlupp,2.7498168097332885,6.085061340677871
Jermain Defoe,5.848330688249131,4.33445954476526
Jerome Boateng,11.936285184169217,9.049074057136327
Jesse Lingard,6.782837373015912,6.916689226981441
Jetro Willems,6.604765153961051,8.508669863294736
Jiri Pavlenka,14.8967516888158,7.330627656339454
Joao Mario,7.08842981395645,6.492816846816167
Joe Allen,8.027072205371871,7.5029217190575865
Joe Hart,5.758721304706533,2.265276897520266
Joel Matip,6.467281821145822,8.042826761041697
John Stones,9.138247927392195,8.722677266134948
Jonas Hector,5.2095635040708235,8.295538988382765
Jonas Hofmann,5.676560013723149,5.529746014685359
Jonas Lossl,7.694919239457625,3.471519450596721
Jonathan Hogg,5.214590125549536,6.931657330609569
Jonathan Schmid,4.566492963894335,5.248503169664834
Jonathan Tah,12.561638447181664,7.928241450955668
Jonjo Shelvey,8.86299133044391,6.787355040245128
Jonny Evans,9.549827079745322,7.1932630493718355
Jordan Ayew,4.50655403054318,8.161982038276546
Jordan Henderson,11.104733930014396,7.77222224541698
Jordan Pickford,9.340920463955891,3.0793181048171614
Jordon Ibe,6.187277611023241,5.927184693437252
Jorge Mere,5.1428832649104725,6.287822747438831
Jose Holebas,3.2559259191039294,6.598318229903147
Jose Izquierdo,10.219789948232771,5.653465430977531
Joselu,1.4086841852150893,7.323370431505931
Joseph Gomez,7.6292108479476415,9.18293255104743
Joshua Kimmich,11.491603996305926,12.165592554993065
Joshua King,7.330883470896619,8.224467384473437
Josip Brekalo,5.092319866680544,6.789464044781316
Josuha Guilavogui,5.442702729021629,8.284687447572031
Juan Mata,5.570976163820951,7.173340732602866
Julian Baumgartlinger,7.619911504586459,7.812690760000417
Julian Brandt,6.504815229698591,8.739456492470069
Julian Korb,5.058438219784448,4.715670775948838
Julian Weigl,5.550390313813866,7.9595780759874994
Kai Havertz,7.871682174081127,9.610917460722979
Karim Bellarabi,6.435497391611913,7.194100307527437
Karim Rekik,7.316804754365839,4.936487209726779
Kasper Schmeichel,8.30106275799898,5.249911995359781
Kelechi Iheanacho,5.547936057331263,5.513414172249611
Kenan Karaman,5.793877015592745,4.600162516796694
Kevin Akpoguma,7.219062459098857,5.837275202219112
Kevin De Bruyne,23.9130271279455,21.389545084160606
Kevin Kampl,7.445309825569111,7.697066997721463
Kevin Vogt,8.253319889784152,4.173005923156672
Kevin Volland,7.738412658945859,8.950659606880041
Kevin-Prince Boateng,7.23838637642887,7.179232821125418
Ki Sung-Yueng,5.88299932272747,5.920301878908997
Kieran Gibbs,6.763817168262754,5.760596439368221
Kieran Trippier,8.216863757268566,11.092662955413367
Kiko Femenia,6.553463232991375,7.1336836891911695
Kingsley Coman,10.263948237124367,10.112491241386174
Koen Casteels,13.784148011136265,8.06676205234261
Konrad Laimer,5.915640798876573,6.4807767471212205
Kurt Zouma,8.420885175992138,10.43422488638938
Kyle Naughton,2.2357803383060206,7.239981870458828
Kyle Walker,12.48254745771714,9.201278482079939
Kyriakos Papadopoulos,6.259525372094508,7.728485088088377
Lars Bender,11.291471068617884,9.889842262628587
Lars Stindl,7.324750585706557,11.043439387737607
Laurent Depoitre,5.091024875828018,6.692307166530492
Laurent Koscielny,6.403901395536747,9.557430773945713
Leighton Baines,6.062724512480334,6.300728420454205
Leon Bailey,10.53275468661846,11.812351725015878
Leon Goretzka,7.325231749324216,8.959367973157091
Leonardo Bittencourt,6.846384911332052,7.026210086799052
Leroy Fer,5.081116638032841,6.790697601410085
Leroy Sane,16.05591653368094,15.096925313763089
Levin Oztunali,1.7835956884943696,6.069029772425984
Lewis Cook,6.153637451564919,6.245253525572046
Lewis Dunk,10.808077134194463,9.503677345333564
Lucas Alario,6.885034781284043,8.302681160505227
Ludwig Augustinsson,7.081356778081138,5.706640000402613
Luis Antonio Valencia,7.054177148181179,9.273088370156195
Luka Jovic,6.0295788405106165,6.24343411099941
Luka Milivojevic,7.221854705440132,9.216897016668867
Lukas Hradecky,12.725779432972955,2.999169730924535
Lukas Klostermann,4.904733562598449,6.135927315465107
Lukas Rupp,7.294278399470747,6.364399077196376
Lukasz Fabianski,9.852546428283539,8.418560439387615
Lukasz Piszczek,5.731496760968003,8.913031665962446
Lys Mousset,5.820675225999501,4.863653589918424
Mahmoud Dahoud,7.292010455297262,7.1034713218879615
Makoto Hasebe,6.370068434488522,3.623636180635719
Mame Biram Diouf,5.3026090820186855,6.717665938956674
Manolo Gabbiadini,4.1509174417525045,2.9181481618616236
Manuel Lanzini,5.983777808858934,8.88819810499254
Marc Albrighton,6.961180506112944,7.155545263120114
Marcel Heller,6.468298282700674,4.868347485504923
Marcel Sabitzer,9.00956266371869,9.41530848403221
Marcin Kaminski,5.2189898238325005,5.266957063344917
Marco Hoger,2.7734172711792233,5.7139627929062025
Marco Terrazzino,6.274897615905706,5.368167766306287
Marcos Alonso,9.465499131303897,10.578753986233087
Marcus Rashford,6.1907844907936544,6.289245136927314
Mario Gomez,5.383245524726523,8.31473165310306
Mario Gotze,8.759693407413758,6.764531903707791
Mario Lemina,9.5280023019499,8.828640020754438
Marius Wolf,7.344169640005559,8.548663685271539
Mark Noble,6.669346283552281,7.033321400566468
Mark Uth,8.883461680493188,9.695109491757307
Marko Arnautovic,10.273939967234305,9.434835288865726
Marouane Fellaini,7.084102566886392,9.207445819456552
Martin Harnik,4.600151905073181,6.537334614442161
Martin Hinteregger,6.944449569240139,6.796434604579272
Martin Olsson,4.072991735041579,0.29047473199434154
Marvin Bakalorz,6.839660053948387,4.956131777356393
Marvin Plattenhardt,5.179081636153114,6.915791438540072
Marwin Hitz,11.885135035400396,6.749417687862549
Mat Ryan,10.680668226440305,5.288925622818628
Mathew Leckie,5.788439507263609,8.543240354476927
Matija Nastasic,7.134760621295753,6.491606476365602
Mats Hummels,12.542151404926082,10.844980138625033
Matt Phillips,7.790851455014057,6.502576447722529
Matt Ritchie,8.198600345138395,6.754086892825447
Matthew Lowton,7.425817796845184,7.55878004373205
Matthias Ginter,8.363290878062035,7.8407032288131955
Matthias Lehmann,3.6118465322706625,3.9139573362158373
Matthias Ostrzolek,4.078057039155497,5.52692359935932
Max Kruse,7.241092058277804,8.337507695065668
Max Meyer,8.919096855309945,6.73022831105682
Maximilian Arnold,5.244815098137472,6.907295512759645
Maximilian Eggestein,9.044001136332517,5.880054223016942
Maya Yoshida,7.934647764914643,7.597267471917062
Mesut Ozil,10.94891511786619,12.025555598002828
Michael Cuisance,6.679022189253748,6.66300694775952
Michael Gregoritsch,7.0187479548261775,9.578540820755576
Michael Keane,5.043653897811622,7.865460950330135
Michail Antonio,7.6519683214687815,7.043634791387329
Michy Batshuayi,4.879742151595115,6.408149249735536
Mijat Gacinovic,4.854399288685651,6.578851297502681
Mike van der Hoorn,7.733793394536848,8.026595620309804
Mikel Merino,6.297594634278216,7.899342868967966
Milos Jojic,3.1133018060998126,6.761142012689688
Milos Veljkovic,6.408091637891217,5.222621674137804
Mitchell Weiser,4.945461834800411,7.724449308829824
Mohamed Diame,7.642231808092586,8.421600025168717
Mohamed Salah,17.68597577697235,16.299553505738405
Morgan Schneiderlin,2.8374471218905604,4.465901742212339
Mousa Dembele,8.025919162715777,8.344461835903445
Moussa Sissoko,4.5695880082532705,5.029968082352657
N'Golo Kante,10.394832366116484,11.493799394973912
Naby Keita,9.204034590084731,11.294804578958157
Nacho Monreal,5.385030121790791,9.521012950324412
Nadiem Amiri,8.430401075465076,6.238151459282076
Naldo,13.288356554740187,13.3903629504571
Nathan Ake,10.703766344938854,7.816240762467918
Nathan Dyer,4.5327337949328586,4.446226792675689
Nathan Redmond,6.177209629885846,5.702907598534161
Nemanja Matic,9.219736862752121,11.321470088500945
Nick Pope,11.19064916993023,7.83226951336125
Niclas Fullkrug,7.842566739419429,9.874836994020917
Nico Elvedi,5.911064899615418,8.101882312855208
Nico Schulz,10.291062283304644,6.98930894912137
Nicolas Hofler,4.98813542576032,6.552427828824532
Nicolas Otamendi,8.903702288980273,10.448579783116609
Niklas Moisander,8.41225188237404,5.968081900078909
Niklas Stark,7.2483469708168995,8.578028068850383
Niklas Sule,8.895457127899213,7.671894065589519
Nils Petersen,8.570017983320282,8.16228904422002
Oliver Baumann,10.904933744987805,4.051644405283786
Oliver Sorg,5.415560219965321,5.374970168085413
Olivier Giroud,4.821584659281617,5.743569040556178
Omer Toprak,7.699986811915719,7.7648940081696995
Oriol Romeu,6.753418689509296,8.585227465283541
Oscar Wendt,2.826969139912334,5.377537180120296
Oumar Niasse,6.6744051926893295,6.261675678875731
Pablo De Blasis,5.9736834868815265,6.407577136040194
Pablo Zabaleta,2.7218373649041845,5.685617503919964
Panagiotis Retsos,5.109419294449389,6.822414912826665
Pascal GroB,8.904426917907609,7.568964641313116
Pascal Stenzel,5.425269884539344,6.779109213467201
Patrick Herrmann,6.260430372894881,6.042206099540284
Patrick van Aanholt,6.19907928586162,7.550351738028039
Paul Dummett,7.517575560917021,6.914162134817557
Paul Pogba,11.95439555869475,14.205813485310596
Paul Verhaegh,2.6870391333456216,5.353545155893122
Pavel Kaderabek,9.008460729075228,7.863993103869869
Pedro,6.3300580553411425,6.260397198825819
Pedro Obiang,5.862329943673522,7.591762913931182
Per Skjelbred,8.89076693935241,5.8438097227954096
Peter Crouch,5.632743851761391,8.449052341904444
Peter Gulacsi,13.578852431322812,3.7052453033982773
Peter Pekarik,5.540031977296489,6.342134591226535
Petr Cech,6.780798342013864,5.280487110013433
Phil Jagielka,5.878726234542605,6.6526122356864565
Phil Jones,8.32062547071002,9.729232137185209
Philipp Bargfrede,7.9928752426748355,7.323659312795045
Philipp Max,11.555676535585496,10.020158066009147
Philipp Tschauner,11.895889826840449,3.63595976244763
Pierre-Emerick Aubameyang,7.311477593155688,11.271627125950257
Pierre-Emile Hrjbjerg,6.926722,6.919846319159668
Pirmin Schwegler,6.604197570237804,9.439979517663236
Raffael,6.419257570734884,9.10333686449125
Rafinha,7.030225283619329,7.510453134176508
Raheem Sterling,16.698528996557023,13.819178954019302
Rajiv van La Parra,5.746978707026381,4.550970656638396
Ralf Fahrmann,9.952058245195365,5.172362950457101
Ramadan Sobhi,6.514854643768671,5.324993595080429
Rani Khedira,7.668764140552401,7.1778579355541705
Richarlison,8.523006603434819,8.099445300146083
Riyad Mahrez,13.809975701207259,12.45673705335296
Robert Lewandowski,9.389975229592217,11.95087496086699
Roberto Firmino,11.860126299102888,14.108471875175177
Roberto Pereyra,5.367569633187847,5.332047822674618
Robin Knoche,2.0943856173663695,5.619059958327383
Robin Koch,6.517209017605461,6.652249494929206
Robin Quaison,5.30321572736185,5.890814152171588
Roman Burki,9.951849301548856,4.513535334921377
Romelu Lukaku,9.378392994827967,12.314414470104435
Ron-Robert Zieler,13.158341317795928,7.110850287636728
Ruben Loftus-Cheek,8.01127445831155,8.246273094180534
Rune Jarstein,11.603846240255292,3.6274136017385947
Ryan Bertrand,9.159597301040202,4.680948718040055
Ryan Fraser,8.477719937734038,6.724397946938188
Ryan Shawcross,7.410850367951043,9.09402039739878
Sadio Mane,9.425420199056719,10.63649447669475
Salif Sane,12.035444828624366,12.47349231181517
Salih Ozcan,3.229930349138611,7.4351852596481445
Salomon Kalou,4.24612968118918,6.41572002566947
Salomon Rondon,8.709870620984855,7.186760711379283
Sam Clucas,5.179450988278468,4.633467455290196
Sam Vokes,5.7086075948466855,6.578236735372827
Sandro Wagner,8.810149001737198,9.030916110775308
Santiago Ascacibar,7.873479637715359,6.771014149661024
Scott Malone,4.614371800440314,4.98234625487109
Sead Kolasinac,7.98143336464286,8.033546304579257
Sebastian Prodl,3.801946050402739,5.4222404355162555
Sebastian Rudy,7.182990273074117,7.626394160525745
Sebastien Haller,5.345062527924852,8.6505290906127
Serge Gnabry,10.796389520770301,10.48911014971326
Sergio Aguero,14.543823959008241,15.5338430177496
Sergio Cordova,5.974569784859835,3.865880073515416
Shane Duffy,10.848355581131571,11.487989384175119
Shane Long,4.227276934972621,4.901390158898131
Shinji Kagawa,7.923844515075508,6.526534485543685
Shinji Okazaki,6.989499477659712,5.386269312964072
Shkodran Mustafi,5.9313484994692445,11.89304723779049
Simon Falette,2.9788928700119772,6.882085339282566
Simon Francis,5.080149231597577,8.528430863423209
Simon Terodde,3.7379019542047303,5.876766018254616
Sofiane Boufal,5.785483865654512,6.587815264586975
Sokratis,7.277912448215115,8.367202311202561
Solly March,7.843692154110365,6.5445374024904215
Son Heung-Min,10.089470079863906,10.120271407331686
Stefan Bell,7.344132704668439,7.069653386428694
Stefan Ilsanker,5.628369432630203,6.616599540761571
Stephen Ward,6.528488692793605,7.00267038742679
Steve Cook,6.267016877132345,8.355311056461728
Steve Mounie,5.45349147188722,7.45026212334305
Steven Davis,4.811148890482481,5.7180696704139455
Steven Defour,8.850568738685553,6.514352722301725
Steven Zuber,5.552655762921725,6.3523445122665505
Suat Serdar,6.804125447182359,6.722612424276003
Sven Bender,7.938210576067383,8.805436516612465
Sven Ulreich,13.697025372094505,4.861985088088377
Tammy Abraham,5.855723641361614,4.324554799770229
Theodor Gebre Selassie,2.388870334545424,7.550556948057578
Thiago,6.395888372097041,9.376487534580848
Thibaut Courtois,10.502029589096773,5.1338020969857
Thilo Kehrer,8.12892308523187,10.219974824733852
Thomas Delaney,5.704596061021417,9.428182844542434
Thomas Muller,8.125512402506718,10.060370559719516
Thorgan Hazard,4.971675699470279,10.518135293785576
Tiemoue Bakayoko,5.215128054261075,8.091170762007964
Timo Baumgartl,5.759926091753893,8.404090072326829
Timo Horn,12.193415515230374,5.453598244574748
Timo Werner,6.000703112083304,6.775647437492253
Timothy Chandler,5.8413097695316125,6.555505331880766
Timothy Fosu-Mensah,5.345875103121549,5.73138021497205
Toby Alderweireld,8.721891035596618,6.868794338579196
Tom Carroll,4.757218795420496,3.9513672522869223
Tom Cleverley,5.884207169664786,5.730405474592681
Tom Davies,5.310232649410907,4.261710015822409
Tom Ince,4.949611638956627,2.8253362723989217
Tommy Smith,7.139987540623552,5.100673798644349
Troy Deeney,5.197766827727712,4.819121958099186
Valentino Lazaro,6.6841181205992575,7.573361358500271
Vedad Ibisevic,4.124912086929011,5.64366410815818
Victor Lindelof,4.948042222304297,5.393818393088319
Victor Moses,5.696507772455983,7.941086529273126
Vincent Kompany,9.454031602468039,8.579810700614258
Virgil van Dijk,8.149710838217,10.379721497883802
Vladimir Darida,5.973683792446865,6.376310468862136
Waldemar Anton,8.98750980358805,8.514734496945163
Wayne Hennessey,6.674666782527772,6.228398962994097
Wayne Rooney,6.595601682034926,5.999216383767502
Wendell,7.3204688847440575,7.389045407087307
Wes Morgan,7.15784135462679,4.477750487224525
Wesley Hoedt,7.730296697218085,8.070975800162683
Weston McKennie,6.237371984418208,5.56340411582395
Wilfred Ndidi,8.091161908314719,10.738507169240687
Wilfried Zaha,15.300842328905034,11.369698913525559
Willi Orban,5.749001189245189,8.988505274848393
William,2.5961579541043216,7.7325326726949495
Willian,7.861917283140264,10.61407047238014
Xherdan Shaqiri,9.363197342406727,8.523936498038493
Yann Sommer,14.06053647274685,5.315871319745259
Yevhen Konoplyanka,7.65450316401173,6.760592896950656
Yohan Cabaye,6.088564376891486,7.03941470278115
Yoshinori Muto,7.95411459126332,7.404167954553356
Yunus Malli,2.4686541477356334,7.183048039748051
Yussuf Poulsen,6.316790681056392,6.534386280480816
Yuya Osako,0.6305913240026539,5.051748979015212
Zanka,6.0109565746668,5.575101635586765
Zlatko Junuzovic,6.7667932343893,7.762860034533588
